what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1382016356309
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1382016357678
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1382016372736
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1382016412738
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1382016481250
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1382016491106
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1382016522167
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1382016555179
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1382016555700
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1382016559632
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1382016566690
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.cut",1382016581544
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1382016583771
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1382016586861
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1382016587726
executed,command,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1382016592437
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1382016594089
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1382016594902
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1382016597684
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1382016600735
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1382016601462
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1382016602842
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1382016607056
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1382016607611
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1382016615364
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1382016615461
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1382016615551
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1382016631101
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1382016631130
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1382016677640
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1382016696006
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1382016698810
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1382016700159
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1382016717195
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1382016717225
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1382016718880
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1382016723068
executed,command,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1382016728808
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1382016729315
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1382016740599
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1382016742879
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1382016744501
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1382016744531
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1382016745813
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1382016745852
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1382016767473
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1382016777010
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1382016799656
executed,command,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1382016806220
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1382016812718
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1382016819475
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1382016819622
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1382016822852
executed,command,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1382016826048
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1382016832667
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1382016874594
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1382016882783
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1382016885610
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1382016887014
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1382016890092
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1382016890940
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1382016893329
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1382016893515
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1382016914304
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1382016946105
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1382016946136
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1382016947242
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1382016947242
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1382016948661
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1382016948661
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1382017041121
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1382017041198
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1382017111719
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1382017124869
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1382017128469
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1382017143411
executed,command,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1382017147278
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1382017151691
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1382017157872
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1382017158933
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1382017186838
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1382017243037
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1382017257322
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1382017257437
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1382017257514
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.delete.line",1382017260164
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.delete.line",1382017260381
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.delete.line",1382017260698
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.delete.line",1382017261346
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1382017263976
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1382017265505
executed,command,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1382017303379
executed,command,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1382017329959
executed,command,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1382017333385
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1382017350620
executed,command,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1382017354282
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1382017357768
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1382017372222
executed,command,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1382017374524
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1382017378232
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1382017420521
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1382017422074
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1382017426420
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1382017432413
executed,command,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1382017476017
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1382017522618
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1382017523155
